Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Year
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,6128136112,Childrens,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
243303,SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,2025 EAST RIVER PARKWAY,MINNEAPOLIS,MN,55414,HENNEPIN,6125966100,Childrens,Voluntary non-profit - Private,False,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,IUKA,MS,38852,TISHOMINGO,6624236051,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,200 HWY 30 WEST,NEW ALBANY,MS,38652,UNION,6625387631,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
250007,MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,MS,39530,HARRISON,2284361104,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,2017
250012,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,HOLLY SPRINGS,MS,38635,MARSHALL,6622521212,Acute Care Hospitals,Physician,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,EUPORA,MS,39744,WEBSTER,6622586221,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
250031,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,6018835000,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,2017
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,2301 SOUTH LAMAR,OXFORD,MS,38655,LAFAYETTE,6622328100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,2017
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,LINCOLN,6018336011,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
250084,MERIT HEALTH NATCHEZ,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,39120,ADAMS,6014432100,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,2017
250100,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,2520 5TH ST N,COLUMBUS,MS,39701,LOWNDES,6622441500,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2017
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,HINDS,6019681000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,2017
250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,MS,39466,PEARL RIVER,6013589400,Acute Care Hospitals,Government - Hospital District or Authority,True,True,2,Same as the national average,Not Available,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,2017
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671,DESOTO,6627724000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,2017
250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,6017829997,Acute Care Hospitals,Proprietary,False,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GRENADA,6622277000,Acute Care Hospitals,Government - State,True,True,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,2017
251302,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,400 S CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,6623692455,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,MS,38921,TALLAHATCHIE,6626475535,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,Not Available,Not Available,2017
251305,LAWRENCE COUNTY HOSPITAL CAH,1065 EAST BROAD ST,MONTICELLO,MS,39654,LAWRENCE,6015874051,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Below the national average,Not Available,Not Available,Not Available,Not Available,2017
251308,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,PONTOTOC,6624895510,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
251314,QUITMAN COUNTY HOSPITAL CAH,340 GETWELL DRIVE,MARKS,MS,38646,QUITMAN,6623268031,Critical Access Hospitals,Proprietary,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
251316,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,CLARKE,6017766925,Critical Access Hospitals,Voluntary non-profit - Other,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
251335,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,KEMPER,7694861000,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
251336,BAPTIST MEDICAL CENTER - ATTALA,220 HWY 12 WEST,KOSCIUSKO,MS,39090,ATTALA,6622894311,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,2017
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,PHELPS,5734588899,Acute Care Hospitals,Government - Local,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Acute Care Hospitals,Proprietary,True,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,2017
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,GREENE,4172696000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,2017
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,FRANKLIN,6362398000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,CLINTON,8166322101,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,2017
260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,8168916000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,MO,65265,AUDRAIN,5735825000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,6602638400,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Acute Care Hospitals,Proprietary,True,True,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Acute Care Hospitals,Government - Local,True,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,MO,64093,JOHNSON,6607472500,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,BUTLER,5737857721,Acute Care Hospitals,Proprietary,True,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,2017
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,SAINT LOUIS,3144341500,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Above the national average,Below the national average,Above the national average,Above the national average,Above the national average,Above the national average,Above the national average,2017
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,SAINT LOUIS,3146535000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,2017
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,8162285900,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
260209,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,CALLAWAY,5736423376,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,JACKSON,8163475000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,2017
260227,BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901,BUTLER,5736866001,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO AVE,APPLETON CITY,MO,64724,SAINT CLAIR,6604762111,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,MO,63556,SULLIVAN,6602654212,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,MO,64628,LINN,6602582222,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,MO,63552,MACON,6603858700,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
261317,MERCY HOSPITAL CASSVILLE,94 MAIN STREET,CASSVILLE,MO,65625,BARRY,4178476065,Critical Access Hospitals,Voluntary non-profit - Church,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,LINCOLN,6365288551,Critical Access Hospitals,Government - Local,True,True,3,Same as the national average,Not Available,Same as the national average,Below the national average,Not Available,Not Available,Not Available,2017
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,MO,63670,SAINTE GENEVIEVE,5738832751,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available,2017
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,MO,63353,PIKE,5737545531,Critical Access Hospitals,Government - Local,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
263303,RANKEN JORDAN A PEDIATRIC REHAB,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,SAINT LOUIS,3148726400,Childrens,Voluntary non-profit - Private,False,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,YELLOWSTONE,4066574000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,2017
270023,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MISSOULA,4067284100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,HILL,4062652211,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,2017
270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,YELLOWSTONE,4066577000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Above the national average,2017
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,4067525111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760",BROWNING,MT,59417,GLACIER,4063386157,Acute Care Hospitals,Government - Federal,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,2017
270087,THE HEALTHCENTER,320 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,4067564720,Acute Care Hospitals,Proprietary,False,True,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,Not Available,Below the national average,2017
270089,BIG SKY MEDICAL CENTER,334 TOWN CENTER AVE,BIG SKY,MT,59716,GALLATIN,4069956995,Acute Care Hospitals,Voluntary non-profit - Private,True,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271301,FALLON MEDICAL COMPLEX HOSPITAL,202 S 4TH ST W,BAKER,MT,59313,FALLON,4067783331,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271304,MISSOURI RIVER MEDICAL CENTER,1501 ST CHARLES ST,FORT BENTON,MT,59442,CHOUTEAU,4066223331,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271306,MOUNTAINVIEW MEDICAL CENTER,16 W MAIN ST,WHITE SULPHUR SPRING,MT,59645,MEAGHER,4065473321,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271308,ROOSEVELT MEDICAL CENTER,818 2ND AVE E,CULBERTSON,MT,59218,ROOSEVELT,4067876401,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271310,GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVE,JORDAN,MT,59337,GARFIELD,4065572500,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271313,PIONEER MEDICAL CENTER,301 W 7TH AVE,BIG TIMBER,MT,59011,SWEET GRASS,4069324603,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271314,DEER LODGE MEDICAL CENTER,1100 HOLLENBACK LN,DEER LODGE,MT,59722,POWELL,4068462212,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271317,LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,59047,PARK,4062223541,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available,2017
271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,DILLON,MT,59725,BEAVERHEAD,4066833000,Critical Access Hospitals,Government - Hospital District or Authority,True,True,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
271330,STILLWATER BILLINGS CLINIC,710 N 11TH ST,COLUMBUS,MT,59019,STILLWATER,4063225316,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
271335,COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA,ANACONDA,MT,59711,DEER LODGE,4065638500,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available,2017
271336,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,FLATHEAD,4068633550,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,2017
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,6 13TH AVE E,POLSON,MT,59860,LAKE,4068835377,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,2017
271347,HOLY ROSARY HEALTHCARE,2600 WILSON ST,MILES CITY,MT,59301,CUSTER,4062332600,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,2017
280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,LANCASTER,4024811111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,Below the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,2017
280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,LANCASTER,4022197700,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,2017
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,ADAMS,4024634521,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,SARPY,4025933000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,2017
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,PLATTE,4025647118,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,2017
280119,WINNEBAGO IHS HOSPITAL,HWY 77-75,WINNEBAGO,NE,68071,THURSTON,4028782231,Acute Care Hospitals,Government - Federal,True,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
280127,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH ST, SUITE 200",LINCOLN,NE,68506,LANCASTER,4024849090,Acute Care Hospitals,Proprietary,False,True,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available,Not Available,Not Available,2017
280128,CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,LANCASTER,4023283000,Acute Care Hospitals,Voluntary non-profit - Private,False,True,5,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Not Available,Same as the national average,2017
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,DOUGLAS,4026091600,Acute Care Hospitals,Physician,True,True,5,Not Available,Above the national average,Not Available,Above the national average,Same as the national average,Above the national average,Not Available,2017
280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,BUFFALO,3084553600,Acute Care Hospitals,Proprietary,False,True,3,Not Available,Same as the national average,Below the national average,Above the national average,Same as the national average,Not Available,Below the national average,2017
281304,THAYER COUNTY HEALTH SERVICES,120 PARK AVE,HEBRON,NE,68370,THAYER,4027686041,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average,2017
281305,KIMBALL HEALTH SERVICES,505 SOUTH BURG ST,KIMBALL,NE,69145,KIMBALL,3082351952,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,727 EAST 1ST ST,MINDEN,NE,68959,KEARNEY,3088323400,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,2017
281307,SAUNDERS MEDICAL CENTER,1760 COUNTY RD J,WAHOO,NE,68066,SAUNDERS,4024434191,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,2017
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,1100 WEST 2ND ST,OSHKOSH,NE,69154,GARDEN,3087723283,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
281315,BRODSTONE MEMORIAL HOSP,"P O BOX 187, 520 EAST 10TH ST",SUPERIOR,NE,68978,NUCKOLLS,4028793281,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
281328,MERRICK MEDICAL CENTER,1715  26TH ST,CENTRAL CITY,NE,68826,MERRICK,3089463015,Critical Access Hospitals,Government - Local,True,True,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,2017
281330,WARREN MEMORIAL HOSPITAL,905 SECOND ST,FRIEND,NE,68359,SALINE,4029472541,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017
281334,BOONE COUNTY HEALTH CENTER,"P O BOX 151, 723 WEST FAIRVIEW ST",ALBION,NE,68620,BOONE,4023952191,Critical Access Hospitals,Government - Local,True,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Not Available,2017
281335,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 E KIMBALL ST",CALLAWAY,NE,68825,CUSTER,3088362228,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,2017
281338,HOWARD COUNTY MEDICAL CENTER,"P O BOX 406, 1113 SHERMAN ST",ST PAUL,NE,68873,HOWARD,3087544421,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,2017
281343,WEST HOLT MEMORIAL HOSPITAL,406 W NEELY ST,ATKINSON,NE,68713,HOLT,4029252811,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available,2017
281348,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 6/34,CAMBRIDGE,NE,69022,FURNAS,3086973329,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,2017
281350,JOHNSON COUNTY HOSPITAL,202 HIGH ST,TECUMSEH,NE,68450,JOHNSON,4023353361,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available,2017
281351,CHASE COUNTY COMMUNITY HOSPITAL,"P O BOX 819, 600 W 12TH ST",IMPERIAL,NE,69033,CHASE,3088827111,Critical Access Hospitals,Government - Local,True,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available,2017
281352,"COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 3307 BARADA ST",FALLS CITY,NE,68355,RICHARDSON,4022452428,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Not Available,2017
