,review,sentiment_score
2666,The staff was very attentive.,1
487,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1
1945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
1716,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
1442,They made this case too small and is very difficult to install.,0
1459,Horrible phone.,0
2957,The real disappointment was our waiter.,0
1675,Can't upload ringtones from a third party.,0
2775,Their frozen margaritas are WAY too sugary for my taste.,0
1057,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
2289,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
1114,Absolutely great.,1
1361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0
902,"As for the killer, don't expect anything original or even remotely frightening.  ",0
1937,The headset fulfills my requirements so I am happy with my purchase.,1
1680,And none of the tones is acceptable.,0
1948,nice leather.,1
736,That was done in the second movie.  ,0
1284,I got it because it was so small and adorable.,1
1579,Due to this happening on every call I was forced to stop using this headset.,0
54,"Long, whiny and pointless.  ",0
1024,I bought it for my mother and she had a problem with the battery.,0
1481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0
2115,Check it out.,1
2365,"I find wasting food to be despicable, but this just wasn't food.",0
531,the cast was great.  ,1
1730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
523,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0
2671,I promise they won't disappoint.,1
1529,Razr Battery - Good buy.,1
125,10/10  ,1
513,This is probably the most irritating show I have ever seen in my entire life.  ,0
1870,Works fine.,1
210,His performance is simply genius.  ,1
452,"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
1693,"The biggest complaint I have is, the battery drains superfast.",0
655,Also great directing and photography.  ,1
453,Not even good for camp value!  ,0
626,Avoid at all costs.  ,0
980,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
1145,I got this phone on reccomendation from a relative and I'm glad I did.,1
159,"Yeah, the movie pretty much sucked.  ",0
2618,They really want to make your experience a good one.,1
2963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
2285,Great Pizza and Salads!,1
163,I don't think I've ever gone to a movie and disliked it as much.  ,0
1286,I wouldn't recommend buying this product.,0
24,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1
2924,"However, there was so much garlic in the fondue, it was barely edible.",0
1091,Made very sturdy.,1
1232,Don't waste your $$$ on this one.,0
2674,Awesome service and food.,1
1282,"First of all, it doesn't wear well.",0
2749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
1395,Better than you'd expect.,1
535,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
1453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
342,It is very educational for children 1 to 8 years old.  ,1
352,It is shameful.  ,0
1736,Krussel Always good.,1
1982,don't waste your money.,0
297,And his subtle connections between the three films are awesome.  ,1
1044,Excellent bluetooth headset.,1
2333,Everything was gross.,0
1902,The cutouts and buttons are placed perfectly.,1
2086,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0
1662,I love the look and feel of Samsung flipphones.,1
2693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
2261,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0
1787,It is simple to use and I like it.,1
165,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
2378,RUDE & INCONSIDERATE MANAGEMENT.,0
2344,The selection was probably the worst I've seen in Vegas.....there was none.,0
1845,Stay Away From the Q!.,0
2293,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
2954,"The fries were not hot, and neither was my burger.",0
789,This is an extraordinary film.  ,1
834,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0
481,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0
2736,"Friend's pasta -- also bad, he barely touched it.",0
673,All of the main players are mesmerising.  ,1
2031,This was like the final blow!,0
1798,$50 Down the drain.,0
1635,im surprised this is a good quality car charger and there's not much reviews about it.,1
796,She carries the movie well.  ,1
795,It was clear that she had the range and ability to pull off this part.  ,1
1372,Battery life is also great!,1
98,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1
981,I keep watching it over and over.  ,1
101,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
1972,Earbud piece breaks easily.,0
1045,It has all the features I want,1
1641,Very wind-resistant.,1
813,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
1334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1
884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0
312,This is such a fun and funny movie.  ,1
614,Omit watching this.  ,0
2415,Gave up trying to eat any of the crust (teeth still sore).,0
88,It is a true classic.  ,1
2014,I was disgusted because I was pretty sure that was human hair.,0
225,"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
806,The worst one of the series.  ,0
2071,"- Really, really good rice, all the time.",1
1369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1
1632,I did not have any problem with this item and would order it again if needed.,1
2238,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1993,disappointed.,0
2299,The food was excellent and service was very good.,1
384,They could be used as exemplars for any set designer.  ,1
1331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
1347,Good audio quality.,1
1780,I am sorry I made this purchase.,0
2037,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0
1750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
1050,Not loud enough and doesn't turn on like it should.,0
1913,Couldn't figure it out,0
2432,Service is quick and friendly.,1
477,The directing is sloppy at best.  ,0
2805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
2595,The croutons also taste homemade which is an extra plus.,1
1678,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
1844,It's not what it says it is.,0
1596,Piece of trash.,0
1475,Very easy to use.,1
2265,"Plus, it's only 8 bucks.",1
82,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1
2390,"If you want healthy authentic or ethic food, try this place.",1
640,"But it is entertaining, nonetheless.  ",1
1238,I was very excited to get this headset because I thought it was really cute.,1
2894,If you stay in Vegas you must get breakfast here at least once.,1
2640,The Macarons here are insanely good.,1
1321,I ordered this product first and was unhappy with it immediately.,0
2915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
2845,This place deserves no stars.,0
80,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0
2965,It's NOT hard to make a decent hamburger.,0
1342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
1444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
2297,I love the fact that everything on their menu is worth it.,1
609,There's also enough hypocrisy in this film to make me vomit.  ,0
2173,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
368,I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
1692,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
971,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
593,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1
996,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0
2907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
321,There is a brilliant twist ending.  ,1
1441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
160,THERE IS NO PLOT OR STORYLINE!!  ,0
2694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
1450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
1966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
1477,The volume switch rocketed out of the unit to a destination unknown.,0
2729,"As for the service, I thought it was good.",1
2900,Spend your money elsewhere.,0
1515,Mobile Phone Tools are a must have.,1
348,It's just lame.  ,0
506,About half way through this film I started to dislike it.  ,0
1755,Then a few days later the a puff of smoke came out of the phone while in use.,0
1925,Motorola finally got the voice quality of a bluetooth headset right.,1
2161,I was seated immediately.,1
2524,Those burgers were amazing.,1
2669,Google mediocre and I imagine Smashburger will pop up.,0
2130,This place is way too overpriced for mediocre food.,0
2979,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
1672,The first thing that happened was that the tracking was off.,0
1855,Just does not work.,0
563,The film looks cheap and bland.  ,0
621,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1
2208,Must have been an off night at this place.,0
37,"Buy it, play it, enjoy it, love it.  ",1
952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1
2465,The food was outstanding and the prices were very reasonable.,1
112,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
1022,The commercials are the most misleading.,0
2689,"Good food , good service .",1
713,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1
994,I never walked out of a movie faster.  ,0
864,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
778,The result is a film that just don't look right.  ,0
1679,The volume for the ringer is REAL good (you have choices how loud).,1
1860,Last time buying from you.,0
1428,IT'S REALLY EASY.,1
955,The movie seemed a little slow at first.  ,0
278,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
2156,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
1671,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
1103,The price was very good and with the free shipping and all it was a good purchase.,1
2315,The bus boy on the other hand was so rude.,0
2225,I loved the bacon wrapped dates.,1
2247,Much better than the other AYCE sushi place I went to in Vegas.,1
1033,I have two more years left in this contract and I hate this phone.,0
1014,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0
2474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
1281,I love this bluetooth!,1
2485,"This isn't a small family restaurant, this is a fine dining establishment.",1
2301,Please stay away from the shrimp stir fried noodles.,0
138,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
2306,"Will never, ever go back.",0
862,A film not easily forgotten.  ,1
1505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0
2003,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1
1701,You can't beat the price on these.,1
534,but the movie makes a lot of serious mistakes.  ,0
1699,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
473,The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0
2324,Favorite place in town for shawarrrrrrma!!!!!!,1
652,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1
2898,Highly unprofessional and rude to a loyal patron!,0
1466,No buyers remorse on this one!.,0
2337,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
2104,This is one of the better buffets that I have been to.,1
637,Nevertheless yet another wonderful film from the great master's stable.  ,1
2925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
394,"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
338,Glad I didn't pay to see it.  ,0
1621,DO NOT BUY DO NOT BUYIT SUCKS,0
1514,"very good product, well made.",1
1838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
97,The cast of veteran actors are more than just a nostalgia trip.  ,1
2385,I don't recommend unless your car breaks down in front of it and you are starving.,0
2137,This is one of the best bars with food in Vegas.,1
942,This is truly an art movie--it actually has a lot of art in it.  ,1
107,"I love Lane, but I've never seen her in a movie this lousy.  ",0
152,It was so BORING!  ,0
1329,Rip off---- Over charge shipping.,0
2944,The cashew cream sauce was bland and the vegetables were undercooked.,0
2615,The cow tongue and cheek tacos are amazing.,1
1343,New Battery works great in phone.,1
1485,A Disappointment.,0
685,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0
1411,I highly recommend this device to everyone!,1
2563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
709,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0
1092,Worked great!.,1
377,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1
2632,"Same evening, him and I are both drastically sick.",0
1084,"This item worked great, but it broke after 6 months of use.",0
1721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
2767,The block was amazing.,1
5,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0
1190,The replacement died in a few weeks.,0
1159,W810i is just SUPERB.,1
1034,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
2020,The Burrittos Blah!,0
2945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
1685,Easy to pair with my Samsung Cell.,1
1139,Voice recognition is tremendous!,1
1128,"I've only had my bluetooth for a few weeks, but I really like it.",1
1508,great...no problems at all!.,1
2783,Bland and flavorless is a good way of describing the barely tepid meat.,0
2174,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1
611,I believe that Pitch Black was done well.  ,1
485,"This movie was kind of long in length, but I enjoyed every minute of it.  ",1
821,Conclusion - I loved it.  ,1
2400,This one is simply a disappointment.,0
2947,I was VERY disappointed!!,0
2275,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
1958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
1153,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1
1265,Battery life is real good.,1
2467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
1813,The Jabra EarGels fit my ears very well.,1
2825,Won't ever go here again.,0
1063,Buy a different phone - but not this.,0
2804,They were golden-crispy and delicious.,1
1113,"Great product, fast shipping!.",1
1789,I can't use this case because the smell is disgusting.,0
383,"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",1
2733,"Overall, I like there food and the service.",1
2122,Service was fine and the waitress was friendly.,1
2722,"The food was great as always, compliments to the chef.",1
1917,Leopard Print is wonderfully wild!.,1
897,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1
537,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0
391,This is high adventure at its best.  ,1
2300,Good beer & drink selection and good food selection.,1
2528,This was my first time and I can't wait until the next.,1
515,Everything about it is just bad.  ,0
2867,"For sushi on the Strip, this is the place to go.",1
2641,I'm not eating here!,0
13,It Was So Cool.  ,1
518,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0
2234,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
142,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
2279,I had the mac salad and it was pretty bland so I will not be getting that again.,0
1231,What a big waste of time.,0
1520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
475,The dialogue is composed of things that make little sense.  ,0
1666,Nice Sound.,1
2420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
2078,Today is the second time I've been to their lunch buffet and it was pretty good.,1
124,Brilliant!  ,1
1250,"It's fits like a glove and is strong, secure, and durable.",1
710,The stories were as unbelievable as the actors.  ,0
1381,"you can even take self portraits with the outside (exterior) display, very cool.",1
1257,Great Earpiece.,1
1440,Very Displeased.,0
119,I really liked that.  ,1
2242,By this time our side of the restaurant was almost empty so there was no excuse.,0
2983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
2896,The pizza selections are good.,1
48,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",0
1725,I have always used corded headsets and the freedom from the wireless is very helpful.,1
1123,Bad Quality.,0
295,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",1
1673,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
2002,Not tasty and the texture was just nasty.,0
403,It's a feel-good film and that's how I felt when I came out of the cinema!  ,1
1748,Does not fit.,0
716,"The lines, the cuts, the audio, everything is wrong.  ",0
1363,"bad fit, way too big.",0
2181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
317,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
1195,"Light weight, I hardly notice it is there.",1
2209,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1
2840,"for 40 bucks a head, i really expect better food.",0
2862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
511,The cast is good.  ,1
1076,Do Not Buy for D807...wrongly advertised for D807.,0
1501,This battery is an excellent bargain!,1
966,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
2447,Sauce was tasteless.,0
1882,The only good thing was that it fits comfortably on small ears.,1
1432,Low Quality.,0
1396,"Using all earpieces, left or right, this thing will not stay on my ear.",0
2106,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
496,This movie is a good and humorous comment on life in 2006.  ,1
1371,Display is excellent and camera is as good as any from that year.,1
1792,Great Phone.,1
1802,"Great price, too!",1
2207,The WORST EXPERIENCE EVER.,0
2050,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
1387,The best phone in market :).,1
184,Not a pleasant voyage of self-discovery.  ,0
340,But it wasn't anything at all just one big yawn...  ,0
798,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
1249,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1
2878,"I love the owner/chef, his one authentic Japanese cool dude!",1
12,The Songs Were The Best And The Muppets Were So Hilarious.  ,1
144,This is definitely a cult classic well worth viewing and sharing with others.  ,1
2549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
853,Everything stinks.  ,0
596,The characters were all funny and had the peculiarity of not having a true lead character.  ,1
1657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
2120,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0
1201,All in all I think it was a good investment.,1
1999,"You can not answer calls with the unit, never worked once!",0
2682,Dessert: Panna Cotta was amazing.,1
1170,EXCELLENT SERVICE!!!!!!!!.,1
1099,I'm very disappointed with my decision.,0
920,The story line is totally predictable.  ,0
524,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0
993,It looked like a wonderful story.  ,1
1808,2 thumbs up to this seller,1
2973,The food wasn't good.,0
1234,Really pleased with this product so far.,1
22,How can anyone in their right mind ask for anything more from a movie than this?  ,1
1697,It doesn't make you look cool.,0
216,Ironically I mostly find his films a total waste of time to watch.  ,0
1355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0
1209,We are sending it back.,0
712,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
2864,Always a pleasure dealing with him.,1
861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1
871,The script is horrendously stupid.  ,0
2370,I left with a stomach ache and felt sick the rest of the day.,0
2332,"We had fantastic service, and were pleased by the atmosphere.",1
2417,I really enjoyed eating here.,1
1737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
572,Not recommended.  ,0
545,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
2281,Service stinks here!,0
1581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
1807,The reception through this headset is excellent.,1
1775,Great bluetooth!.,1
1242,Worst Customer Service Ever.,0
58,Anne Heche was utterly convincing.  ,1
2127,"Phenomenal food, service and ambiance.",1
2789,"Great atmosphere, friendly and fast service.",1
1403,Very pleased with this headset.,1
261,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1
508,What this film lacks is a convincing script.  ,0
1496,Works as described.,1
675,Julian Fellowes has triumphed again.  ,1
2904,-My order was not correct.,0
2685,Total brunch fail.,0
2419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
1630,Don't bother - go to the store.,0
268,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1
1273,I gave it 5 stars because of the sound quality.,1
145,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
1388,It worked very well.,1
2018,"This place is not worth your time, let alone Vegas.",0
2355,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
2981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
2521,If you haven't gone here GO NOW!,1
1188,Waste of 13 bucks.,0
1306,Has been working great.,1
1365,awesome device.,1
1620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
2363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
1706,So anyone near you will hear part of your conversation.,0
1690,The nokia CA-42 USB cable did not work with my phone.,0
2918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
2189,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1
1005,I have to jiggle the plug to get it to line up right to get decent volume.,0
2232,Very very fun chef.,1
2460,Definitely not worth the $3 I paid.,0
1713,"jabra ear gels ""R"" the best!.",1
627,"I saw this film over Christmas, and what a great film it was!  ",1
1626,Don't make the same mistake that I did and please don't buy this phone.,0
2433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
2177,"The atmosphere is modern and hip, while maintaining a touch of coziness.",1
2778,My girlfriend's veal was very bad.,0
693,I advise you to look out for it.  ,1
2635,We were promptly greeted and seated.,1
528,Whatever prompted such a documentary is beyond me!  ,0
502,Duris has a wholesome appearance and gives a fine performance.  ,1
1629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
905,"One of the most boring,pointless movies I have ever seen.  ",0
1326,"However-the riingtones are not the best, and neither are the games.",0
1322,The Ngage is still lacking in earbuds.,0
26,Graphics is far from the best part of the game.  ,0
154,"Again, no plot at all.  ",0
938,This movie is great--especially if you enjoy visual arts.  ,1
2993,the presentation of the food was awful.,0
140,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
2638,"After waiting an hour and being seated, I was not in the greatest of moods.",0
1851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
95,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1
2889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
805,The only place good for this film is in the garbage.  ,0
1225,These are certainly very comfortable and functionality is decent.,1
373,"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
2667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
1704,So just beware.,0
2411,"Come hungry, leave happy and stuffed!",1
1965,I cannot make calls at certain places.,0
1318,I want my money back.,0
624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
178,The script iswas there a script?  ,0
674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
755,Nine out of ten for a truly lovely film.  ,1
740,I just saw this film and I recommend it.  ,1
2770,My sashimi was poor quality being soggy and tasteless.,0
457,If only someone involved with it knew how to string together narrative!  ,0
2256,Fantastic service here.,1
733,"The point is the journey, a journey that touches every member of the family.  ",1
2670,dont go here.,0
271,Up there with the best of Melville.  ,1
2555,"I know this is not like the other restaurants at all, something is very off here!",0
953,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0
2095,We'll never go again.,0
2171,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1
2220,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0
707,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0
1288,Poorly contstruct hinge.,0
2953,Con: spotty service.,0
1542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
1383,After trying many many handsfree gadgets this is the one that finally works well.,1
2459,We loved the place.,1
1862,So far it has worked like a charm.,1
2276,I liked the patio and the service was outstanding.,1
2879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
895,There aren't death scenes like in previous movies and the f/x are terrible.  ,0
2668,"The owner used to work at Nobu, so this place is really similar for half the price.",1
1604,Poor Construction.,0
2592,OMG I felt like I had never eaten Thai food until this dish.,1
2246,"Seriously flavorful delights, folks.",1
739,What on earth is Irons doing in this film?  ,0
2919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
2245,-Drinks took close to 30 minutes to come out at one point.,0
2000,Wow... Loved this place.,1
75,"The suspense builders were good, & just cross the line from G to PG.  ",1
1920,much better than the hard plastic cases.,1
1521,Thanks again to Amazon for having the things I need for a good price!,1
1075,Love this product.,1
1131,The accompanied software is almost brilliant.,1
1830,Unfortunately it did not work.,0
1115,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1
1486,Its not user friendly.,0
2544,"No, I'm going to eat the potato that I found some strangers hair in it.",0
785,"I loved it, it was really scary.  ",1
2956,"Then our food came out, disappointment ensued.",0
65,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0
667,It is not good.  ,0
1923,cool phone.,1
1333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1
1656,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
2534,Terrible management.,0
1622,This is a great product..... sure beats using your fingers!.,1
1543,Don't buy this product.,0
1327,The plug did not work very well.,0
2619,I will not return.,0
1467,Very disappointed in AccessoryOne.,0
2436,definitely will come back here again.,1
2525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
839,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0
2118,Kind of hard to mess up a steak but they did.,0
910,I highly doubt that anyone could ever like this trash.  ,0
347,""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0
1744,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
484,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1
2861,Talk about great customer service of course we will be back.,1
512,"For that, it's worth checking out.  ",1
2735,"Probably never coming back, and wouldn't recommend it.",0
741,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1
546,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0
1586,Battery is holding up well.,1
2843,I won't be back.,0
157,I had to walk out of the theatre for a few minutes just to get some relief!  ,0
857,"In short, don't bother with this movie.  ",0
